Webwork Section,Link,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
#N/A,https://www.doenet.org/courseactivityeditor//_7DidS1llz79MH8Zbca2CV,,_7DidS1llz79MH8Zbca2CV,,,,,,Link to 31a. TR-Triangles version A,
#N/A,https://www.doenet.org/courseactivityeditor//_kgjlwQl3yFR4Hw5pYQMSd,,_kgjlwQl3yFR4Hw5pYQMSd,,,,,,Link to 31b. TR-Triangles version B,
#N/A,https://www.doenet.org/courseactivityeditor//_yewHeePvJzPiL1MYBO7Wi,,_yewHeePvJzPiL1MYBO7Wi,,,,,,Link to 31c. TR-Triangles version C,
#N/A,https://www.doenet.org/courseactivityeditor//_VxGSXJJRoNH8gn5Sb3ahd,,_VxGSXJJRoNH8gn5Sb3ahd,,,,,,Link to 31d. TR-Triangles version D,
#N/A,https://www.doenet.org/courseactivityeditor//_ByfWRz2ZXeMGxyaIbWyN4,,_ByfWRz2ZXeMGxyaIbWyN4,,,,,,Link to 31e. TR-Triangles version E,
#N/A,https://www.doenet.org/courseactivityeditor//_HE18OTedDyDDFX3vUZ2N8,,_HE18OTedDyDDFX3vUZ2N8,,,,HWM 4.3B - Solving SSA Triangles,,,
#N/A,https://www.doenet.org/courseactivityeditor//_8FYNFTpOv7cn8O04Ff5zj,,_8FYNFTpOv7cn8O04Ff5zj,,,,,"from TR-Triangles #35, 36, 37a, 37b",,
#N/A,https://www.doenet.org/courseactivityeditor//_Cm2eLrq3vYZFCRRKl330c,,_Cm2eLrq3vYZFCRRKl330c,,,,,,Link to 35.TR-Triangles - SSA,
#N/A,https://www.doenet.org/courseactivityeditor//_mwYobLcAv081934Zly5mW,,_mwYobLcAv081934Zly5mW,,,,,,Link to 36.TR-Triangles - SSA,
#N/A,https://www.doenet.org/courseactivityeditor//_2zbaBnhusX5JTmadwHkch,,_2zbaBnhusX5JTmadwHkch,,,,,,Link to 37a. TR-Triangles - SSA variant A,
#N/A,https://www.doenet.org/courseactivityeditor//_kbzhbDtFjo8kly9paqe9H,,_kbzhbDtFjo8kly9paqe9H,,,,,,Link to 37b. TR-Triangles - SSA variant B,
#N/A,https://www.doenet.org/courseactivityeditor//_TuaXAMLeW5TKfmreeIlHe,,_TuaXAMLeW5TKfmreeIlHe,,,,HWM 4.b.B - Area of SSA Triangles,,,
#N/A,https://www.doenet.org/courseactivityeditor//_0ogVwYTVuTjkh9pzydMhL,,_0ogVwYTVuTjkh9pzydMhL,,,,,"from TR-Triangles #44, 45",,
#N/A,https://www.doenet.org/courseactivityeditor//_L9QcYjQMOLyoE527e6clf,,_L9QcYjQMOLyoE527e6clf,,,,,,Link to 44. TR-Triangles - Area given SSA,
#N/A,https://www.doenet.org/courseactivityeditor//_tScFTTnajXJfjbEmGvZC3,,_tScFTTnajXJfjbEmGvZC3,,,,,,Link to 45. TR-Triangles - Area given SSA,
#N/A,https://www.doenet.org/courseactivityeditor//_8ydPoOwRscxjcnhn9GPhc,,_8ydPoOwRscxjcnhn9GPhc,,,,HWM 7.3 Solving Non-Linear Systems,,,
#N/A,https://www.doenet.org/courseactivityeditor//_weNDFX31vuw6JhcYIOUMk,,_weNDFX31vuw6JhcYIOUMk,,,,,"from TR-Conics #34, 35, 36",,
#N/A,https://www.doenet.org/courseactivityeditor//_fKDPJOwhbwep8mvVJLqkb,,_fKDPJOwhbwep8mvVJLqkb,,,,,,Link to Problem 34: TR-Conics - Find intersection of a parabola with a line,
#N/A,https://www.doenet.org/courseactivityeditor//_A1IT8bCNbWbtzXptyWUGc,,_A1IT8bCNbWbtzXptyWUGc,,,,,,Link to Problem 35: TR-Conics - find the intersections of a circle with a line,
#N/A,https://www.doenet.org/courseactivityeditor//_S0UBQGUtH6J3eJ9qDv14j,,_S0UBQGUtH6J3eJ9qDv14j,,,,,,Link to Problem 36: TR-Conics - circle parabola intersection,
#N/A,https://www.doenet.org/courseactivityeditor//_Fev293R3Dt5RBwBYglfb8,,_Fev293R3Dt5RBwBYglfb8,,,,HWM 8.4 - Geometric Series,,,
#N/A,https://www.doenet.org/courseactivityeditor//_3Qjo9fZgqKyf1z1ZRl0Wm,,_3Qjo9fZgqKyf1z1ZRl0Wm,,,,,"from TR-Series #15a, 15b, 15c, 18",,
#N/A,https://www.doenet.org/courseactivityeditor//_TD1DokXzKeCMm6emXTFKH,,_TD1DokXzKeCMm6emXTFKH,,,,,,Link to 15a. TR-Series,
#N/A,https://www.doenet.org/courseactivityeditor//_98KUq2w3vUZ7BepdFe3CM,,_98KUq2w3vUZ7BepdFe3CM,,,,,,Link to 15b. TR-Series,
#N/A,https://www.doenet.org/courseactivityeditor//_okeYG3t5wDHjmGCZvWYUu,,_okeYG3t5wDHjmGCZvWYUu,,,,,,Link to 15c. TR-Series,
#N/A,https://www.doenet.org/courseactivityeditor//_bpcYToHGGRD8q5NwXFcjx,,_bpcYToHGGRD8q5NwXFcjx,,,,,,Link to Problem 18: TR-Series - sum of a geometric series with sigma notation,
#N/A,https://www.doenet.org/courseactivityeditor//_SScBzSHaO9vWkBVt6T87o,,_SScBzSHaO9vWkBVt6T87o,,,,HWM 8.5 - Binomial Theorem,,,
#N/A,https://www.doenet.org/courseactivityeditor//_pCgjfnFkrCCRoDl29P9Sx,,_pCgjfnFkrCCRoDl29P9Sx,,,,,from TR-Series #20-23,,
#N/A,https://www.doenet.org/courseactivityeditor//_sFZckahUhSSGBmJvT6HQA,,_sFZckahUhSSGBmJvT6HQA,,,,,,Link to Problem 20: TR-Series - expand binomial to third degree,
#N/A,https://www.doenet.org/courseactivityeditor//_XdO3e2mtOj9y3zJYH20eX,,_XdO3e2mtOj9y3zJYH20eX,,,,,,Link to Problem 21: TR-Series - expand binomial to fourth degree,
#N/A,https://www.doenet.org/courseactivityeditor//_tSOr3JsD7evsmKh1TyfMg,,_tSOr3JsD7evsmKh1TyfMg,,,,,,Link to Problem 22: TR-Series - binomial expansion to fifth degree,
#N/A,https://www.doenet.org/courseactivityeditor//_yiS9Wi2m1flWQW1BIpEau,,_yiS9Wi2m1flWQW1BIpEau,,,,,,Link to Problem 23: TR-Series - binomial expansion sixth degree,
#N/A,https://www.doenet.org/courseactivityeditor//_fA27LhZZt5gPfPPVVyQMN,,_fA27LhZZt5gPfPPVVyQMN,,,HWV - Advanced,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_TLgfAQZBqAskSmReeUegw,,_TLgfAQZBqAskSmReeUegw,,,,HWV - 6.4 Equation of Hyperbolas,,,
#N/A,https://www.doenet.org/courseactivityeditor//_6H6NmRX072ckXWJNQ4rda,,_6H6NmRX072ckXWJNQ4rda,,,,,"from TR-Conics #19, 20",,
#N/A,https://www.doenet.org/courseactivityeditor//_QVlDfTBATYt1Dnfwu4Uob,,_QVlDfTBATYt1Dnfwu4Uob,,,,,,Link to Problem 19: TR-Conics - hyperbola given graph determine equation parameters,
#N/A,https://www.doenet.org/courseactivityeditor//_ts8VRtCY3zzmLqhR1IFU5,,_ts8VRtCY3zzmLqhR1IFU5,,,,,,Link to Problem 20: TR-Conics - hyperbola given graph determine equation parameters,
#N/A,https://www.doenet.org/courseactivityeditor//_zLQOZdJrKWrzO24Hv4ZAk,,_zLQOZdJrKWrzO24Hv4ZAk,,,,HWV - 6.6 Parametric Equations,,,
#N/A,https://www.doenet.org/courseactivityeditor//_h1rtRvKe48G1Ym5ysgREP,,_h1rtRvKe48G1Ym5ysgREP,,,,,"from TR-Conics #31, 32",,
#N/A,https://www.doenet.org/courseactivityeditor//_eN6966zmrDnQwCbwL3n5U,,_eN6966zmrDnQwCbwL3n5U,,,,,,Link to Problem 31: TR-Conics - parametric equation of a line segment,
#N/A,https://www.doenet.org/courseactivityeditor//_XKTXHV9pYXltX7OUEg45c,,_XKTXHV9pYXltX7OUEg45c,,,,,,Link to Problem 32: TR-Conics - parametric equation of an ellipse,
#N/A,https://www.doenet.org/courseactivityeditor//_RHxmVPU2JtwCA1ndtbKcz,,_RHxmVPU2JtwCA1ndtbKcz,,,,HWV - X.1 Linear Speed and Angular Speed,,,
#N/A,https://www.doenet.org/courseactivityeditor//_B2lbpOJG9wXRKHe63r3ze,,_B2lbpOJG9wXRKHe63r3ze,,,,,from TR-Basics #113-116,,
#N/A,https://www.doenet.org/courseactivityeditor//_7PX9XttTe9FKvSASEiTt3,,_7PX9XttTe9FKvSASEiTt3,,,,,,Link to 113. TR-Basics - angular speed to linear speed of a tractor,
#N/A,https://www.doenet.org/courseactivityeditor//_Iy6lOquEIoMvfEEQFL1Rc,,_Iy6lOquEIoMvfEEQFL1Rc,,,,,,Link to 114. TR-Basics - angular speed to linear speed of a bicycle,
#N/A,https://www.doenet.org/courseactivityeditor//_fj1AOoehwjII0yEgbez2c,,_fj1AOoehwjII0yEgbez2c,,,,,,Link to 115. TR-Basics - linear speed to angular speed of a car,
#N/A,https://www.doenet.org/courseactivityeditor//_ojuL7VM6kAIjaVPb1sHPB,,_ojuL7VM6kAIjaVPb1sHPB,,,,,,Link to 116. TR-Basics - linear speed to angular speed of a wheelbarrow,
#N/A,https://www.doenet.org/courseactivityeditor//_bVfLqImPNL1DxZduqflra,,_bVfLqImPNL1DxZduqflra,,,Practice Quizzes,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_dFoRqKt5gJ5Zsj6CTTPjb,,_dFoRqKt5gJ5Zsj6CTTPjb,,,,Quiz 1A - Solving right triangles,,,
#N/A,https://www.doenet.org/courseactivityeditor//_X9kbcjboe6gDkgESbjan2,,_X9kbcjboe6gDkgESbjan2,,,,,select 1 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_tmlwaZsGrsrNk6F5KzIF6,,_tmlwaZsGrsrNk6F5KzIF6,,,,,,from TR-Triangles #1-3,
#N/A,https://www.doenet.org/courseactivityeditor//_7rYSuPq26pdBBwR1bh4Gb,,_7rYSuPq26pdBBwR1bh4Gb,,,,,,,"Link to 1. TR-Triangles: right triangle - find A, B, b"
#N/A,https://www.doenet.org/courseactivityeditor//_jFcVUIjRamKrmrUckbgDt,,_jFcVUIjRamKrmrUckbgDt,,,,,,,"Link to 2. TR-Triangles: right triangle - find A,B,c"
#N/A,https://www.doenet.org/courseactivityeditor//_kKUHTlOyfGA9GIUWRAbPA,,_kKUHTlOyfGA9GIUWRAbPA,,,,,,,"Link to 3. TR-Triangles: right triangle - find A,B,a"
#N/A,https://www.doenet.org/courseactivityeditor//_N5TL5UMqpfu4rjUDgUHLv,,_N5TL5UMqpfu4rjUDgUHLv,,,,,select 1 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_BPkVmsAmPseFpvEGiOZrw,,_BPkVmsAmPseFpvEGiOZrw,,,,,,from TR-Triangles #4-9,
#N/A,https://www.doenet.org/courseactivityeditor//_4ZebUdfw3wUtyOn7WBGk1,,_4ZebUdfw3wUtyOn7WBGk1,,,,,,,"Link to 4. TR-Triangles: right triangle - find a,b,B"
#N/A,https://www.doenet.org/courseactivityeditor//_sIHaN0s7JOF2PitHFTcZY,,_sIHaN0s7JOF2PitHFTcZY,,,,,,,"Link to 5. TR-Triangles: right triangle - find a,c,B"
#N/A,https://www.doenet.org/courseactivityeditor//_7DMXvX1AXwrz95O6gdns8,,_7DMXvX1AXwrz95O6gdns8,,,,,,,"Link to 6. TR-Triangles: right triangle - find b,c,B"
#N/A,https://www.doenet.org/courseactivityeditor//_oy9cbdZGC9UmMysiSiYxZ,,_oy9cbdZGC9UmMysiSiYxZ,,,,,,,"Link to 7. TR-Triangles: right triangle - find b,c,A"
#N/A,https://www.doenet.org/courseactivityeditor//_mUsiGZeB8RVGQWcApiBFA,,_mUsiGZeB8RVGQWcApiBFA,,,,,,,"Link to 8. TR-Triangles: right triangle - find a,c,A"
#N/A,https://www.doenet.org/courseactivityeditor//_TQHhs6aNPYDwZKb2uEybM,,_TQHhs6aNPYDwZKb2uEybM,,,,,,,"Link to 9. TR-Triangles: right triangle - find a,b,A"
#N/A,https://www.doenet.org/courseactivityeditor//_dl7Vidm7x4iZ59ViWdyat,,_dl7Vidm7x4iZ59ViWdyat,,,,Quiz 1B - Unit Circle,,,
#N/A,https://www.doenet.org/courseactivityeditor//_sKkvrW1uXkO3p3mhIIEhY,,_sKkvrW1uXkO3p3mhIIEhY,,,,,select 3 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_yg3FeRqImna9qNWZmJWHB,,_yg3FeRqImna9qNWZmJWHB,,,,,,from TR-Basics in degrees,
#N/A,https://www.doenet.org/courseactivityeditor//_CcsI1VKulaYUYlK76IydU,,_CcsI1VKulaYUYlK76IydU,,,,,,,Link to 12. TR-Basics - cos of Q1 angle degrees
#N/A,https://www.doenet.org/courseactivityeditor//_jQwh3sqEIWvXuCpRYfvCr,,_jQwh3sqEIWvXuCpRYfvCr,,,,,,,Link to 13. TR-Basics - cos of Q2 angle degrees
#N/A,https://www.doenet.org/courseactivityeditor//_UtPFf6oHHdSuXV57lID67,,_UtPFf6oHHdSuXV57lID67,,,,,,,Link to 14. TR-Basics - cos of Q3 angle degrees positive
#N/A,https://www.doenet.org/courseactivityeditor//_HyJ4aGhn86hv3jlVK22cY,,_HyJ4aGhn86hv3jlVK22cY,,,,,,,Link to 15. TR-Basics - cos of Q3 angle degrees negative
#N/A,https://www.doenet.org/courseactivityeditor//_SVNSCP7LUwLk6KSnobhVp,,_SVNSCP7LUwLk6KSnobhVp,,,,,,,Link to 16. TR-Basics - cos of Q4 angle degrees positive
#N/A,https://www.doenet.org/courseactivityeditor//_0qnFhT3oXV1jCYdnq0GYh,,_0qnFhT3oXV1jCYdnq0GYh,,,,,,,Link to 17. TR-Basics - cos of Q4 angle degrees negative
#N/A,https://www.doenet.org/courseactivityeditor//_Z7D43icx70gKjy3Y2pc5k,,_Z7D43icx70gKjy3Y2pc5k,,,,,,,Link to 18. TR-Basics - sin of Q1 angle degrees
#N/A,https://www.doenet.org/courseactivityeditor//_lP5kr2jqel2bdMCZM33tR,,_lP5kr2jqel2bdMCZM33tR,,,,,,,Link to 19. TR-Basic - sin of Q2 angle degrees
#N/A,https://www.doenet.org/courseactivityeditor//_ZreOIXhLgGfGz6qxiewIQ,,_ZreOIXhLgGfGz6qxiewIQ,,,,,,,Link to 20. TR-Basics - sin of Q3 angle degrees positive
#N/A,https://www.doenet.org/courseactivityeditor//_YTslyHV0a74K6rEeuICgM,,_YTslyHV0a74K6rEeuICgM,,,,,,,Link to 21. TR-Basics - sin of Q3 angle degrees negative
#N/A,https://www.doenet.org/courseactivityeditor//_xBaJHwf8dhpwyjqRnVykY,,_xBaJHwf8dhpwyjqRnVykY,,,,,,,Link to 22. TR-Basics - sin of Q4 angle degrees positive
#N/A,https://www.doenet.org/courseactivityeditor//_d54l7nESTcxm0nweXUrVd,,_d54l7nESTcxm0nweXUrVd,,,,,,,Link to 23. TR-Basics - sin of Q4 angle degrees negative
#N/A,https://www.doenet.org/courseactivityeditor//_uGZDNvWKfhwxC4L115NSK,,_uGZDNvWKfhwxC4L115NSK,,,,,select 7 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_hG8he0Z7i7ZLjNUgKCnrP,,_hG8he0Z7i7ZLjNUgKCnrP,,,,,,from TR-Basics in radians,
#N/A,https://www.doenet.org/courseactivityeditor//_G725AUiuResYxVNYmOI2U,,_G725AUiuResYxVNYmOI2U,,,,,,,Link to 24. TR-Basics - cos of Q1 angle radians
#N/A,https://www.doenet.org/courseactivityeditor//_CmUu0ip7ocHc8t6bJfEQJ,,_CmUu0ip7ocHc8t6bJfEQJ,,,,,,,Link to 25. TR-Basics - cos of Q2 angle radians
#N/A,https://www.doenet.org/courseactivityeditor//_WnAC4oNQa54Fetcma0EeP,,_WnAC4oNQa54Fetcma0EeP,,,,,,,Link to 26. TR-Basics - cos of Q3 angle radians positive
#N/A,https://www.doenet.org/courseactivityeditor//_lELOmKane7cmPcHkhL8Hh,,_lELOmKane7cmPcHkhL8Hh,,,,,,,Link to 27. TR-Basics - cos of Q3 angle radians negative
#N/A,https://www.doenet.org/courseactivityeditor//_YuI1Axf6CPlkmA79j6kdF,,_YuI1Axf6CPlkmA79j6kdF,,,,,,,Link to 28. TR-Basics - cos of Q4 angle radians positive
#N/A,https://www.doenet.org/courseactivityeditor//_9ZFFGEfBC05z1RdfAl2ry,,_9ZFFGEfBC05z1RdfAl2ry,,,,,,,Link to 29. TR-Basics - cos of Q4 angle radians negative
#N/A,https://www.doenet.org/courseactivityeditor//_qxRTM8A60hIxFXudkUkll,,_qxRTM8A60hIxFXudkUkll,,,,,,,Link to 30. TR-Basics - sin of Q1 angle radians
#N/A,https://www.doenet.org/courseactivityeditor//_HKalgkzMVYuIvI2lBi6pc,,_HKalgkzMVYuIvI2lBi6pc,,,,,,,Link to 31. TR-Basics - sin of Q2 angle radians
#N/A,https://www.doenet.org/courseactivityeditor//_mX0moHvXyjfa90RjuD7yO,,_mX0moHvXyjfa90RjuD7yO,,,,,,,Link to 32. TR-Basics - sin of Q3 angle radians positive
#N/A,https://www.doenet.org/courseactivityeditor//_7OXvf0hEW07uopLis2dJ9,,_7OXvf0hEW07uopLis2dJ9,,,,,,,Link to 33. TR-Basics - sin of Q3 angle radians negative
#N/A,https://www.doenet.org/courseactivityeditor//_8AvaXaq6A32nzDQV82Rr3,,_8AvaXaq6A32nzDQV82Rr3,,,,,,,Link to 34. TR-Basics - sin of Q4 angle radians positive
#N/A,https://www.doenet.org/courseactivityeditor//_hpeAis3EIRbc3UnYWvu8U,,_hpeAis3EIRbc3UnYWvu8U,,,,,,,Link to 35. TR-Basics - sin of Q4 angle radians negative
#N/A,https://www.doenet.org/courseactivityeditor//_7Nk2WO1VS7DkOCtYuCKe6,,_7Nk2WO1VS7DkOCtYuCKe6,,,,Quiz 1C - The six trig functions,,,
#N/A,https://www.doenet.org/courseactivityeditor//_8yJllj4b7qrBt6kMgKfUg,,_8yJllj4b7qrBt6kMgKfUg,,,,,select 1 without replacement,,
#N/A,https://www.doenet.org/courseactivityeditor//_JghCrPwpobzOjLxapeS2k,,_JghCrPwpobzOjLxapeS2k,,,,,,from TR-Basics #79-86,
#N/A,https://www.doenet.org/courseactivityeditor//_YTw167claQj3Zc14KtmGj,,_YTw167claQj3Zc14KtmGj,,,,,,,"Link to 79. TR-Basics - given cos theta and range Q4, find all other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_JosKGlyezkSLlDeAaICZB,,_JosKGlyezkSLlDeAaICZB,,,,,,,"Link to 80. TR-Basics - given cos theta and range Q2, find other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_xyR3bScJI14CuJfbY1qZV,,_xyR3bScJI14CuJfbY1qZV,,,,,,,"Link to 81. TR-Basics - given cos theta and range Q3, find other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_4a9f3snn74p5HupOEegym,,_4a9f3snn74p5HupOEegym,,,,,,,"Link to 82. TR-Basics - given cos theta and range Q1, find other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_H5QreVSw3mKDuH2d4v2Fv,,_H5QreVSw3mKDuH2d4v2Fv,,,,,,,"Link to 83. TR-Basics - given sin theta and range Q1, find other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_oML3DJICEo0uUa21Hzib7,,_oML3DJICEo0uUa21Hzib7,,,,,,,"Link to 84. TR-Basics - given sin theta and range Q2, find other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_NvQR9CzTuovWrbWFAT7v5,,_NvQR9CzTuovWrbWFAT7v5,,,,,,,"Link to 85. TR-Basics - given sin theta and range Q3, find other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_58bFsaiIi1FnbNrS8z88l,,_58bFsaiIi1FnbNrS8z88l,,,,,,,"Link to 86. TR-Basics - given sin theta and range Q4, find other ratios"
#N/A,https://www.doenet.org/courseactivityeditor//_AFn4tNnZtQAhxVC1tO3u4,,_AFn4tNnZtQAhxVC1tO3u4,,,,,"from TR-Basics #36,41,46,48",,
#N/A,https://www.doenet.org/courseactivityeditor//_iJyIQ6Bjo97S89Ed1oFOP,,_iJyIQ6Bjo97S89Ed1oFOP,,,,,,Link to 36. TR-Basics - sin of a large or neg angle in radians,
#N/A,https://www.doenet.org/courseactivityeditor//_2q1wHsyWMozfk0tcBJeda,,_2q1wHsyWMozfk0tcBJeda,,,,,,Link to 41. TR-Basics - cos of a large or neg angle in radians,
#N/A,https://www.doenet.org/courseactivityeditor//_zqRL7FcSQIkyLsbU4t3Ga,,_zqRL7FcSQIkyLsbU4t3Ga,,,,,,Link to 46. TR-Basics - sin of a large or neg angle in degrees,
#N/A,https://www.doenet.org/courseactivityeditor//_vE8Iz3znTRk3X8l9bYzq6,,_vE8Iz3znTRk3X8l9bYzq6,,,,,,Link to 48. TR-Basics - cos of a large or neg angle in degrees,
#N/A,https://www.doenet.org/courseactivityeditor//_cyKsdZxEkHegkS48LjRVk,,_cyKsdZxEkHegkS48LjRVk,,Unit Circle Widget,,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_2qCrkw2UFD7zsl4VAM2kJ,,_2qCrkw2UFD7zsl4VAM2kJ,,,Untitled,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_ulMAHUQFqvgxHqEU5zaKw,,_ulMAHUQFqvgxHqEU5zaKw,,,Untitled Page,,,,
#N/A,https://www.doenet.org/courseactivityeditor//_XNNXzOXe2oYdnczFl4bg4,,_XNNXzOXe2oYdnczFl4bg4,,TR-Inv,,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_omgdaGO2nf1lptn5HtGst,T2e,_omgdaGO2nf1lptn5HtGst,_XNNXzOXe2oYdnczFl4bg4,,1. TR-Inv: Compute sin^-1(theta) in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_BHQ8vF1sXihf7T7eYxkxP,T2e,_BHQ8vF1sXihf7T7eYxkxP,_XNNXzOXe2oYdnczFl4bg4,,2. TR-Inv: Compute cos^-1(theta) in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_AcN0RC3Ofh54W5khCkVpP,T2e,_AcN0RC3Ofh54W5khCkVpP,_XNNXzOXe2oYdnczFl4bg4,,3. TR-Inv: Compute arcsin(theta) in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_oqJiKD3fLpmikgXSQDs3u,T2e,_oqJiKD3fLpmikgXSQDs3u,_XNNXzOXe2oYdnczFl4bg4,,4. TR-Inv: Compute arccos(theta) in radians,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_MSTeFY1dpS8TYaxzu0IF3,T2e,_MSTeFY1dpS8TYaxzu0IF3,_XNNXzOXe2oYdnczFl4bg4,,5. TR-Inv: Compute sin^-1(theta) in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_2CX9UarFlP5GKFZoK1mxI,T2e,_2CX9UarFlP5GKFZoK1mxI,_XNNXzOXe2oYdnczFl4bg4,,6. TR-Inv: Compute cos^-1(theta) in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_7BglnQ39Wz8nERXksQk9P,T2e,_7BglnQ39Wz8nERXksQk9P,_XNNXzOXe2oYdnczFl4bg4,,7. TR-Inv: Compute arcsin(theta) in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_mFLqvWsX9SWnzRqJDxqiz,T2e,_mFLqvWsX9SWnzRqJDxqiz,_XNNXzOXe2oYdnczFl4bg4,,8. TR-Inv - Compute arccos(theta) in degrees,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_eMG8l1XSukEwwIwSybgty,T2e,_eMG8l1XSukEwwIwSybgty,_XNNXzOXe2oYdnczFl4bg4,,9. TR-Inv - Compute arctan(theta) in radians,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_zyzOIEEEVZA8bdgWBfrAl,,_zyzOIEEEVZA8bdgWBfrAl,_XNNXzOXe2oYdnczFl4bg4,,10,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_MiraMADrhGQOyKqDsMtD0,,_MiraMADrhGQOyKqDsMtD0,_XNNXzOXe2oYdnczFl4bg4,,11,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_PRSzcNFntIago6dins2k0,,_PRSzcNFntIago6dins2k0,_XNNXzOXe2oYdnczFl4bg4,,12,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_yaHCEotmy9tUDw3VHmNx0,,_yaHCEotmy9tUDw3VHmNx0,_XNNXzOXe2oYdnczFl4bg4,,13,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_KwFU6X1BBMJJuB79Zh6qa,,_KwFU6X1BBMJJuB79Zh6qa,_XNNXzOXe2oYdnczFl4bg4,,14,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_fvi7qGI7PAt6LE2mJ2MZv,,_fvi7qGI7PAt6LE2mJ2MZv,_XNNXzOXe2oYdnczFl4bg4,,15,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_bCGKCGOXt2APGXOp42Wnj,,_bCGKCGOXt2APGXOp42Wnj,_XNNXzOXe2oYdnczFl4bg4,,16,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_qjLnjYattlmgmfzlS4S6z,,_qjLnjYattlmgmfzlS4S6z,_XNNXzOXe2oYdnczFl4bg4,,17,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_b1k8sl59k1YfrIZJnPkq7,,_b1k8sl59k1YfrIZJnPkq7,_XNNXzOXe2oYdnczFl4bg4,,18,,,,
#N/A,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_bbqj7hmAm9Q4GsDHlqVof,,_bbqj7hmAm9Q4GsDHlqVof,_XNNXzOXe2oYdnczFl4bg4,,19,,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_6dgBnlCYWJGrAVAt35Y39,T2f,_6dgBnlCYWJGrAVAt35Y39,_XNNXzOXe2oYdnczFl4bg4,,20. TR-Inv - Find cos(arcsin(x)),,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_zVVfqiDK0KL9yMzollhj4,T2f,_zVVfqiDK0KL9yMzollhj4,_XNNXzOXe2oYdnczFl4bg4,,21. TR-Inv - Find sin(arccos(x)),,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_HQgmLDxqHWlF1RS9j08Rz,T2f,_HQgmLDxqHWlF1RS9j08Rz,_XNNXzOXe2oYdnczFl4bg4,,22. TR-Inv - Find tan(arcsin(x)),,,,
Inequalities,https://www.doenet.org/courseactivityeditor/_XNNXzOXe2oYdnczFl4bg4/_EYtUZS84U9SK0gszxwNUu,T2f,_EYtUZS84U9SK0gszxwNUu,_XNNXzOXe2oYdnczFl4bg4,,23. TR-Inv - Find tan(arccos(x)),,,,
