Webwork Section,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
#N/A,,_6o5YurEmlqoTdCW1LGiEw,,,,,,Link to 101. TR-Basics - fill-in tan any angle radians,
#N/A,,_SUcbnOz4bSyHkcOgdAOnC,,,,HWI - 3.2B Values of arctan,,,
#N/A,,_kDd2IebexHPu3qyko0G0d,,,,,P1 variant of TR-Inv #9,,
#N/A,,_kHeA0CTBBYFG9jiGb2ZMN,,,,,P2 variant of TR-Inv #9,,
#N/A,,_N9x8qACgPK4zrEnEUJhmD,,,,,P3 variant of TR-Inv #9,,
#N/A,,_xpnuKuhNrAipTc5GNQhZ9,,,,,P4 variant of TR-Inv #9,,
#N/A,,_P6wjuAC8IvlQrNiWZEqnL,,,,,P5 variant of TR-Inv #9,,
#N/A,,_JQMGPkrCcwnovFTByjRG1,,,,HWI - 3.3 Domain and Range,,,
#N/A,,_IVInxXmC0gSWrxKjVT3Hg,,,,,TR-Basics #102-111,,
#N/A,,_ipco8U91ifaB1dph7LnXx,,,,,,Link to 102. TR-Basics - domain of sin function,
#N/A,,_N2jvgf0dQvQtNwHiOStoa,,,,,,Link to 103. TR-Basics - domain of cos,
#N/A,,_6DP7uKRHum0dXWYUT2XXh,,,,,,Link to 104. TR-Basics - domain of arcsin,
#N/A,,_MF8sFr1uagkDCXJDQUr4O,,,,,,Link to 105. TR-Basics - domain of arccos,
#N/A,,_3GNgw1ph23jMfefkD5zwa,,,,,,Link to 106. TR-Basics - domain of arctan,
#N/A,,_6FnuBaDamkIyM0AWkxqZt,,,,,,Link to 107. TR-Basics - range of sin,
#N/A,,_Y7cJSbQxnm4pPu3lMiwjD,,,,,,Link to 108. TR-Basics - range of cos,
#N/A,,_p9u6hB9IErUoYO4Jst5DT,,,,,,Link to 109. TR-Basics - range of tan,
#N/A,,_LKD8iFPDPNr6vGf31N3mb,,,,,,Link to 110. TR-Basics - range of arcsin,
#N/A,,_NmNuGPJpwsmNoKQt3a0Kj,,,,,,Link to 111. TR-Basics - range of arccos,
#N/A,,_NGVv5TAZqjzdykCRmFJ0e,,,,HWI - 3.4 Combining trig and inverse trig functions,,,
#N/A,,_OcqTRCWPrq50fkYn6G4kp,,,,,TR-Inv #20-25,,
#N/A,,_rPUUP27P7HyfAphDhGIFn,,,,,,Link to 20. TR-Inv - find cos(arcsin(x)),
#N/A,,_PtcuxcupaHDp2ATqqUw45,,,,,,Link to 21. TR-Inv - find sin(arccos(x)),
#N/A,,_1gkPLSEbI5AkqrVnrZtzS,,,,,,Link to 22. TR-Inv - find tan(arcsin(x)),
#N/A,,_zMw6oSIU7RJouF6amqNG3,,,,,,Link to 23. TR-Inv - find tan(arccos(x)),
#N/A,,_1JxaOXNG6gbjtmrLHlPDu,,,,,,Link to 24. TR-Inv - find sin(arctan(x)),
#N/A,,_DigZEHxImq0ziHRyrL63t,,,,,,Link to 25. TR-Inv - find cos(arctan(x)),
#N/A,,_APPzf1liUKdvUpqFtykUU,,,,HWI - 3.5A Angle sum formulas sin and cos,,,
#N/A,,_9ycAWZ3IU8ZiDtUQQxhL9,,,,,select 2 without replacement,,
#N/A,,_xwqYjUimczFazrnZwht7K,,,,,,TR-Formulas 1-4,
#N/A,,_thmzY9fJr6xLRYl8h5Lxr,,,,,,,Link to 1. TR-Formulas - angle sum cos to sin
#N/A,,_mvemhDyRjkdbYghf2OEk9,,,,,,,Link to 2. TR-Formulas - find sin(A + B)
#N/A,,_44Dgxs9qNY3K3ZIomWgJ7,,,,,,,Link to 3. TR-Formulas - find cos(A - B)
#N/A,,_SBFqOTidZB6o7rNcwWJco,,,,,,,Link to 4. TR-Formulas - find cos(A + B)
#N/A,,_lImKmSFwnbWw2BeNHGEe0,,,,,select 2 without replacement,,
#N/A,,_uIXmgjEzr5Lub6jbMe8MC,,,,,,"TR-Formulas 6,7,9,10",
#N/A,,_sP3ZnxDkGaHPcvsWXP360,,,,,,,Link to 6. TR-Formulas - sin(A + B) given tanA and cosB
#N/A,,_OueOfGEfMl0XO1yyc0iPQ,,,,,,,Link to 7. TR-Formulas - sin(A - B) given sinA and tanB
#N/A,,_H6dfPe26NZScmuAG0Le0Q,,,,,,,Link to 9. TR-Formulas - cos(A - B) given tanA and sinB
#N/A,,_u6Ohxhw8aCr4EFbdj0zuO,,,,,,,Link to 10. TR-Formulas - find cos(A + B) given cosA and cosB
#N/A,,_3cZL0RQn8yFqWmkqigAJQ,,,,HWI - 3.5B Angle sum formulas tan,,,
#N/A,,_z7Q6ZgT98fNTsmt6KijV9,,,,,"TR-Formulas #5a, 5b, 8a, 8b",,
#N/A,,_yHBDMqpbQRJOJSppGE64E,,,,,,Link to 5a. TR-Formulas - part 1 of problem 5,
#N/A,,_hzCBysO3z0980o7AutAqv,,,,,,Link to 5b. TR-Formulas - part 2 of problem 5,
#N/A,,_fCt6ygoOHDacjmpYE365K,,,,,,Link to 8a. TR-Formulas - part 1 of problem 8,
#N/A,,_zsVgu6MPangqVJl0l1nnj,,,,,,Link to 8b. TR-Formulas - part 2 of problem 8,
#N/A,,_vFDYVaTnkzuZS9bamyJB4,,,,HWI - 3.7A Double angles and tan of half angles,,,
#N/A,,_5GPbEcWmFUQqWMKiwJ6m5,,,,,"TR-Formulas #24, 28",,
#N/A,,_DUCd3hN7aevxpSio1cvj3,,,,,,Link to 24. TR-Formulas - find tan 2 theta given tan theta,
#N/A,,_I09KGgip5LNsppTX87lVX,,,,,,Link to 28. TR-Formulas - cos of 2 arctan x,
#N/A,,_BN2r2M9spFjB9rRTw6Q4w,,,,,select 1 without replacement,,
#N/A,,_qmMhgEvA1LEt4JVwSotzg,,,,,,"1 from TR-Formulas #21, 22, 23",
#N/A,,_Y8twezefXkPxUrfJgdh1k,,,,,,,"Link to 21. TR-Formulas - given cos theta (Q1 - Q2), find sin 2theta"
#N/A,,_BTxjIk4gGFS872OudO7ib,,,,,,,Link to 22. TR-Formulas - given cos theta (Q3-Q4) find sin 2theta
#N/A,,_wpvnARe094GDpbFo9TfhJ,,,,,,,Link to 23. TR-Formulas - Given sin theta (Q2-Q3) find cos 2theta
#N/A,,_3nveM72BUkT0l0WqHaTLT,,,,,select 1 without replacement,,
#N/A,,_T3YkLK3a9gDLAodhJ9Pdt,,,,,,"1 from TR-Formulas #27, 29",
#N/A,,_4xIJ8sjDUutXjEaEyuaQ9,,,,,,,Link to 27. TR-Formulas - cos of 2 times arccos x
#N/A,,_Geh4q13OzhwV7PUfhYzDv,,,,,,,Link to 29. TR-Formulas - find sin of 2 arcsin x
#N/A,,_8MoPcmO99ePciz8jnjF7s,,,,,select 1 without replacement,,
#N/A,,_AwmNqnSfHmAkuLQPeEAc4,,,,,,"1 from TR-Formulas #30, 31",
#N/A,,_sxISpmG9IPaBlmLowjLKA,,,,,,,Link to 30. TR-Formulas - tan of half arccos x
#N/A,,_ScsYRV0tJXADXrsn20V5x,,,,,,,Link to 31. TR-Formulas - tan of half arcsin of x
#N/A,,_w3xXnYr30kDU9bfe6hXvE,,,,HWI - 4.1 Solving AAS and ASA triangles,,,
#N/A,,_bYzat2tFHbYkq1x9RJV3j,,,,,select 4 without replacement,,
#N/A,,_AAgvUjuB0Pj0Pa41SWbgx,,,,,,TR-Triangles #14-22,
#N/A,,_v7m7X5qfwWRcG6wyuiteN,,,,,,,Link to 14. TR-Triangles: use law of sines given 2 angles and 1 side
#N/A,,_AnWzQqNRTziIiCdM3WrwI,,,,,,,"Link to 15: TR-Triangles - AAS given A,B,a"
#N/A,,_v48Bm64I7j3Eub9yllCZE,,,,,,,"Link to 16: TR-Triangles - law of sines given B,C,a"
#N/A,,_VLUWGOWB8bmMPWscK1Rq0,,,,,,,"Link to 17: TR-Triangles - law of sines given A,C,b"
#N/A,,_XSiEsn2IC0fvbo2dEXTBS,,,,,,,"Link to 18: TR-Triangles - law of sines given A,B,b"
#N/A,,_PfsgWkwhDKGyH85pKH2Ew,,,,,,,"Link to 19: TR-Triangles - law of sines given B,C,b"
#N/A,,_11qIkLYfAn4T8WClL7L1e,,,,,,,"Link to 20: TR-Triangles - law of sines given A,C,c"
#N/A,,_ZUUAhnmpiRUYDjhQiGumQ,,,,,,,"Link to 21: TR-Triangles - law of sines given A,B,c"
#N/A,,_TISR2lkmd8g8sKt44B6vW,,,,,,,"Link to 22: TR-Triangles - law of sines given B,C,c"
#N/A,,_YkBRTj85ZFuulUHbmK7GT,,,,HWI 4.2 - Solving SAS and SSS Triangles,,,
#N/A,,_dFqDDB7XzJe6WZvRmzVUZ,,,,,TR-Triangles #25 - 28b,,
#N/A,,_fvKEwAFzust2kPklvZaUY,,,,,,"Link to 25: TR-Triangles - law of cosines given A, b, c",
#N/A,,_6qGM6AmrBF888S7hheOHV,,,,,,"Link to 26: TR-Triangles - law of cosines given B,a,c",
#N/A,,_Gv1qdpn9FRUft0t6KPGL3,,,,,,"Link to 27: TR-Triangles - law of cosines given A,B,c",
#N/A,,_vc4YZpXxXbyI463fYMOhM,,,,,,Link to 28: TR-Triangles - law of cosines given 3 sides,
#N/A,,_TzRSaPqH9SYAbJyIphbVp,,,,,,Link to 28b. TR-Triangles - #28 variant b,
#N/A,,_nRv676h7k7nRzAC797z0g,,,,"HWI - 4.b.A Area of AAS, ASA, SAS, and SSS Triangles",,,
#N/A,,_26GXdnCJMrj1mYjPuRRT9,,,,,from TR-Triangles #41 - 43,,
#N/A,,_C0QoSy5HIe2DoV1BhdMgc,,,,,,Link to 41.TR-Triangles - Area given SAS,
#N/A,,_joNuWjIV67SbBvVCBU5r4,,,,,,Link to 42.TR-Triangles - Area given AAS,
#N/A,,_JvA2FIa3pSNMMejrPVNt2,,,,,,Link to 43. TR-Triangles - Area given SSS,
#N/A,,_05ehYXRfvBSGCpmNlG4GZ,,,,HWI - 5.1 Convert Coordinates,,,
#N/A,,_g1HmxazIGAuO3NBObZuy8,,,,,"TR-Vectors #2a, 2b, 2c",,
#N/A,,_QBQzP4sdpMWrmrhI6pgP3,,,,,,Link to 2a. TR-Vectors (variant version a),
#N/A,,_K2KQnEtbVRjoXPdmfKGy4,,,,,,Link to 2b. TR-Vectors (variant version b),
#N/A,,_vrs6y19M82MxfHV24iNQP,,,,,,Link to 2c. TR-Vectors (variant version c),
#N/A,,_XyXj4GSx9PNJlt41aqGof,,,,,select 3 without replacement,,
#N/A,,_8sT6DnODnhmIj3OSBooau,,,,,,"from TR-Vectors #3a, 3b, 3c, 3d",
#N/A,,_tZUnKdvRUU6ICBoTlhWKD,,,,,,,Link to 3a. TR-Vectors (variant Q3)
#N/A,,_FZDy0D3PQLum0LWzBJkw3,,,,,,,Link to 3b. TR-Vectors (variant Q2)
#N/A,,_GyNoeWJdmjCkRQoC1sJbq,,,,,,,Link to 3c. TR-Vectors (variant Q1)
#N/A,,_uKjtTjrPFD40Nnm1Boxx2,,,,,,,Link to 3d. TR-Vectors (variant Q4)
#N/A,,_5ut6oNwXTEBmYMwdwjVsI,,,,HWI - 5.3 Vector Operations,,,
#N/A,,_RgaJ6eNymfVjQ5hjH8gxi,,,,,"from TR-Vectors #9a,9b, 10, 11, 12",,
#N/A,,_YV9Dx6i929Nbi923JScGt,,,,,,"Link to 9a. TR-Vectors (variant Q1, Q2)",
#N/A,,_C0SuHPXNle1yNgzDluMqz,,,,,,"Link to 9b. TR-Vectors (variant Q3, Q4)",
#N/A,,_Vx72aU44VDMjtjN4Sx6wj,,,,,,Link to 10. TR-Vectors - sum of two vectors,
#N/A,,_WFkTNA0ywXW483vj8umGe,,,,,,Link to 11. TR-Vectors - vector times scalar,
#N/A,,_EL9EkNPdpxbAheM8YhaKr,,,,,,Link to 12. TR-Vectors - sum and scalar multiplication,
#N/A,,_mdOFykXeGvLlcaywf8RE8,,,,HWI - 5.4 Add vectors in polar coordinates,,,
#N/A,,_mCmyLGG1CvwusfFa1d5iv,,,,,from TR-Vectors #17-20,,
#N/A,,_A93u4B6YDYaKRKdY2N0MO,,,,,,Link to 17. TR-Vectors - Sum two forces in polar form,
#N/A,,_Yi7WyyOtsPJRUVQhZzKxu,,,,,,Link to 18. TR-Vectors - a turning boat,
#N/A,,_79GBkKlXuALYLNwA3IGCC,,,,,,Link to 19. TR-Vectors - boat with current,
#N/A,,_WVRC4kxvyEtbdQZs0WGLH,,,,,,Link to 20. TR-Vectors - plane with wind,
#N/A,,_NFJTAv1bWjxAtJsbgnrq8,,,,HWI 6.1 - Equations of Circles,,,
#N/A,,_wznlIsZjD8mVPQt93DrFF,,,,,from TR-Conics #2,,
#N/A,,_YoEwKx3CnjyAm416zVJky,,,,,,"Link to 2. TR-Conics: Given the graph of a circle, determine h,k,r",
#N/A,,_DmVDHFHhBYAUEjwiqP7KG,,,,,select 1 without replacement,,
#N/A,,_HEkjtAepyJJLXx8vRsPd4,,,,,,from TR-Conics #1 and 3,
#N/A,,_V9qcE4jMvr32W7r8z4ogj,,,,,,,"Link to 1. TR-Conics: Given equation of a circle in standard form, find center and radius"
#N/A,,_XT5SPWVqnhc84Zt3Pbc0X,,,,,,,"Link to Problem 3: TR-Conics - find h,k, r of a circle in normalized standard form"
#N/A,,_PbZqIhoZSJkNfjQvSgIv3,,,,HWI 6.2 - Equations of Ellipses,,,
#N/A,,_7gnWKostfLDF6e1imYanN,,,,,"from TR-Conics #8,9,10,11",,
#N/A,,_4g8MkShihbpvjW5T0I4W3,,,,,,Link to 8: TR-Conics - determine parameters from graph of an ellipse,
#N/A,,_85UKLVjyYiyDLkeyWix7s,,,,,,"Link to 9: TR-Conics - given graph of ellipse with critical points, determine parameters",
#N/A,,_aHb2hxpHLO9uYKzt5wfxa,,,,,,"Link to 10: TR-Conics - given normalized equation of an ellipse, determine parameters",
#N/A,,_5pzC6Vg2F51v5tW1AVcqA,,,,,,"Link to 11: TR-Conics - Given equation of an ellipse, determine parameters",
#N/A,,_kq7RogHcSyEG6laaedDG5,,,,HWI 6.3 - Equations of Parabolas,,,
#N/A,,_COcifwClufARSQSKf3hE0,,,,,from TR-Conics #14 - 17,,
#N/A,,_UTgCEyhykg0gwVSi8adSI,,,,,,Link to 14. TR-Conics: write equation in vertex form given graph of a parabola,
#N/A,,_mU8xHtOrrJa3wEQgGBYZ9,,,,,,Link to 15: TR-Conics - determine equation from graph of horizontal parabola - vertex form,
#N/A,,_0eefsox9RVyN1PUSN6PMp,,,,,,Link to 16. TR-Conics: write equation in vertex form given graph of a parabola,
#N/A,,_cHND5qGp9cxA6k7Z2BZzJ,,,,,,Link to 17: TR-Conics - Determine equation given graph of horizontal parabola in vertex form,
#N/A,,_LzTFQAqTTRppUv050vZpY,,,,HWI 6.5 - Completing the Square,,,
#N/A,,_lYKLbYnDzwtzuN8u5Fhs6,,,,,from TR-Conics #26-29,,
#N/A,,_l23gtVD8JHLeXwHwDvqn0,,,,,,Link to 26: TR-Conics - rewrite quadratic by completing the square,
#N/A,,_G2BzQmOJ6ey3ZpH1eriGv,,,,,,Link to 27: TR-Conics - rewrite quadratic by completing the square - a not 1,
#N/A,,_QsXHydlNR3ttWjAofrlMi,,,,,,Link to 28: TR-Conics - find final term to make a perfect square,
#N/A,,_AUu44bYhnfeX8r5lfFoOE,,,,,,Link to 29: TR-Conics - find final term to make a perfect square - a not 1,
#N/A,,_1INeaa0ZVdwocQetBioUw,,,,HWI 7.1A - Number of Solutions to a 2x2 System,,,
#N/A,,_sRmFvh6qmcWnSNtzGW7Yq,,,,,shuffle,,
#N/A,,_qiCdahHg2ivkZLYLL6Olm,,,,,,"from TR-SysOfEq #5a, 5b, 6a, 6b, 7",
#N/A,,_jt0cYzIQsChGhupWaQdoQ,,,,,,,Link to 5a: TR-SysOfEq - variant a of 5
#N/A,,_tHqyKLlNXMLnHj3GNWQ2R,,,,,,,Link to 5b. TR-SysOfEq: - variant b of 5
#N/A,,_FEx01RupZIT9e6aKwHSmB,,,,,,,Link to 6a: TR-SysOfEq - variant a of 6
#N/A,,_zD0u6TvjI7jtWWJR0Da6P,,,,,,,Link to 6b. TR-SysOfEq - variant b of 6
#N/A,,_ePaxNaMqJS5ieNjKfI3UX,,,,,,,Link to 7: TR-SysOfEq - find number of solutions to a 2x2
#N/A,,_cVXknCiU4KGbRR2Ne751M,,,,HWI 7.2 - Solving 3x3 Systems,,,
#N/A,,_R2vlCDswz0uWYb99HkvUN,,,,,from TR-SysOfEq #8,,
#N/A,,_jSxX121DsYpiE2Z8odlCR,,,,,,Link to 8: TR-SysOfEq - find sol to 3x3 system,
#N/A,,_rW7bILYO7q6WbFsfhduzN,,,,HWI 8.1 - Sequence Formulas,,,
#N/A,,_2TcqUBayqOtfZNxtHUc54,,,,,"from TR-Series #1a, 1b, 2a, 2b",,
#N/A,,_lH1bBTBrf8nLrrerFjAwJ,,,,,,Link to 1a. TR-Series,
#N/A,,_p0MfMq5iO2w48jSTKiZu8,,,,,,Link to 1b. TR-Series,
#N/A,,_woRerd1p1Ru19vdRokwKp,,,,,,Link to 2a. TR-Series,
#N/A,,_JUAsVVlY25NEBsgeFFGq9,,,,,,Link to 2b. TR-Series,
#N/A,,_E3ZozMAMxS0MrG02A6mqe,,,,HWI 8.2 - Sigma Notation,,,
#N/A,,_bij1HNdFiztNnTJJl3lVr,,,,,from TR-Series #5 and 6,,
#N/A,,_2tCVCq5h0D6qvl089Jzrh,,,,,,Link to 5: TR-Series - Given sigma notation for an arithmetic series compute the sum,
#N/A,,_1UOaZEG2i8m3h3CUyalwR,,,,,,Link to 6: TR-Series - given sigma notation find initial and final terms,
#N/A,,_txx3DUfgYPFr9D7ncOI9E,,,,HWI 8.3 - Arithmetic Sequences and Series,,,
#N/A,,_vWPr84FT7ir0WAB0oEGVy,,,,,"from TR-Series #7, 9, 10, 11",,
#N/A,,_WYebSebGQGLx88N0i4NU3,,,,,,Link to 7. TR-Series: given two terms in arithmetic sequence compute a_n,
#N/A,,_vdgE0H9fbABl4ABOcizto,,,,,,Link to 9. TR-Series: given two terms in arithmetic sequence find explicit formula,
#N/A,,_IvgigMAyM7BT98aUDwchR,,,,,,Link to 10: TR-Series - given several terms of an arithmetic series compute the sum,
#N/A,,_3NaUOYvV3yQ0pzs9haQal,,,,,,Link to 11: TR-Series - find sum of an arithmetic sequence given sigma notation,
#N/A,,_BTDQ3cFIfIVt1g1qLP3kX,,,HWM - Intermediate,,,,
#N/A,,_LvOVph1leZFYzEnyPf2O4,,,,HWM 3.6A - Sin and Cos of Inverse Trig Functions,,,
#N/A,,_s6CABkx5OwpuTMPXTp9KD,,,,,select 1 without replacement,,
#N/A,,_kODRqK8P6Tq1ntXk8aZOd,,,,,,TR-Formulas #11 - 14,
#N/A,,_CwYChhe9MR11yNoBBgIel,,,,,,,Link to 11. TR-Formulas - sin of arccosA plus arccosB
#N/A,,_NTp80hDpvQqfklNYWDNQQ,,,,,,,Link to 12. TR-Formulas - sin of arccosA minus arccosB
#N/A,,_hEJnx9i018h7zJRFdOweP,,,,,,,Link to 13. TR-Formulas - cos of arcsinA minus arccosB
#N/A,,_uGWHyqRHxjd2JqZcx1Hkn,,,,,,,Link to 14. TR-Formulas - cos of arccosA plus arcsinB
#N/A,,_f99aewDGQR6FuOpiw8Xaw,,,,,select 1 without replacement,,
#N/A,,_ECzMlJtk01R32hIenQIHK,,,,,,"TR-Formulas #16, 17, 19, 20",
#N/A,,_OUq18Zzv9nxfBO9QoYdzM,,,,,,,Link to 16. TR-Formulas - sin of arctanA plus arccosB
#N/A,,_pF4kfhdoThLmBc4olb2Lu,,,,,,,Link to 17. sin of arcsinA minus arctan B
#N/A,,_pMya535fea7IRnOythDuk,,,,,,,Link to 19. TR-Formulas - cos of arctanA minus arcsinB
#N/A,,_hZ8M63aY7irwcdQhs96VA,,,,,,,Link to 20. TR-Formulas - cos of arccosA plus arccosB
#N/A,,_leal8UBb4RKwZ6zm7Evib,,,,HWM 3.6B - Tan of Inverse Trig Functions,,,
#N/A,,_JQWVsUVNPfZkZsGyuR95I,,,,,"TR-Formulas #15, 18",,
#N/A,,_Ofr1b4ylejPfJv6b8wJ9Q,,,,,,Link to 15. TR-Formulas - tan of arctanA minus arctanB,
#N/A,,_m4FBSRLy1gzD0EcjkOZO8,,,,,,Link to 18. tan of arcsinA plus arcsinB,
#N/A,,_83M317VF2hFxIaPLvzAWw,,,,HWM 3.7B - Sin and Cos of Half-Angles,,,
#N/A,,_ZJfCBwYhWKd6ms5TU27pl,,,,,"TR-Formulas #1905, 1906",,
#N/A,,_5fW60W49wynD5tLx4a3vr,,,,,,Link to 25. TR-Formulas - Given cos theta find sin half-theta,
#N/A,,_G2vwbw1cmN1Y12GCIesKF,,,,,,"Link to 26. TR-Formulas - given cos theta, find cos half-theta",
#N/A,,_wYI21pjYOHy3fbvftp2l5,,,,HWM 3.8 - Solving Trig Equations with argument Theta,,,
#N/A,,_3zDv5jeIKNVAy8aWEDCNp,,,,,TR-Inv #51,,
#N/A,,_8a4cwHulRjs0sl9tDoNhi,,,,,,Link to 51. TR-Inv - solve for theta equation involving sin theta,
#N/A,,_9cBAqtfUZeG3JDPTT5Rb4,,,,,select 1 without replacement,,
#N/A,,_GB3C5tw9VaHYHFqkUhoZi,,,,,,TR-Inv select #49A or #53A,
#N/A,,_1PpHou1Yzi1lv58VtGVVa,,,,,,,Link to 49A. TR-Inv - solve sin theta equals a for theta - version A
#N/A,,_XZHEBaV6NLZ1RAFy6HbfU,,,,,,,Link to 53A. TR-Inv - solve for theta when cos theta equals x - version A
#N/A,,_oVFICJobs7Ht2rl6GyWrL,,,,,select 1 without replacement,,
#N/A,,_o4OsX23k4DHW1PRpSjSlG,,,,,,TR-Inv select #50 or #54,
#N/A,,_3Xd1uncZ9rp4l8sV7AkOk,,,,,,,Link to 50. TR-Inv - solve for theta when 2cos theta plus x equals 0
#N/A,,_dJ4vZqW885d3F2ZszSUeW,,,,,,,Link to 54. TR-Inv - solve for theta equation involving sin theta
#N/A,,_vsNZQhDWTNLdkFetvpGxb,,,,HWM 3.9 - Solving Trig Equations with argument nTheta,,,
#N/A,,_PyctxN3FOwnwjTjFCsVab,,,,,select 1 without replacement,,
#N/A,,_hRiCQd4ucrlUcoZKuzxyJ,,,,,,"TR-Inv select 1 from #52, #56",
#N/A,,_FcdBPLozMlgthGz4WYEUl,,,,,,,Link to 52. TR-Inv - solve for theta when cos 3theta equals x
#N/A,,_EJanGGwpQmEweiKA88DtT,,,,,,,Link to 56. TR-Inv - sin of a times theta equals b
#N/A,,_vDuun3ATGXS81pZCHDhOF,,,,HWM 4.3A - Number of Solutions to SSA Triangles,,,
#N/A,,_G9xid0aqK0CtDsWnHNVkG,,,,,"from TR-Triangles #31a, 31b, 31c, 31d, 31e",,
#N/A,,_7DidS1llz79MH8Zbca2CV,,,,,,Link to 31a. TR-Triangles version A,
#N/A,,_kgjlwQl3yFR4Hw5pYQMSd,,,,,,Link to 31b. TR-Triangles version B,
#N/A,,_yewHeePvJzPiL1MYBO7Wi,,,,,,Link to 31c. TR-Triangles version C,
#N/A,,_VxGSXJJRoNH8gn5Sb3ahd,,,,,,Link to 31d. TR-Triangles version D,
#N/A,,_ByfWRz2ZXeMGxyaIbWyN4,,,,,,Link to 31e. TR-Triangles version E,
#N/A,,_HE18OTedDyDDFX3vUZ2N8,,,,HWM 4.3B - Solving SSA Triangles,,,
#N/A,,_8FYNFTpOv7cn8O04Ff5zj,,,,,"from TR-Triangles #35, 36, 37a, 37b",,
#N/A,,_Cm2eLrq3vYZFCRRKl330c,,,,,,Link to 35.TR-Triangles - SSA,
#N/A,,_mwYobLcAv081934Zly5mW,,,,,,Link to 36.TR-Triangles - SSA,
#N/A,,_2zbaBnhusX5JTmadwHkch,,,,,,Link to 37a. TR-Triangles - SSA variant A,
#N/A,,_kbzhbDtFjo8kly9paqe9H,,,,,,Link to 37b. TR-Triangles - SSA variant B,
#N/A,,_TuaXAMLeW5TKfmreeIlHe,,,,HWM 4.b.B - Area of SSA Triangles,,,
#N/A,,_0ogVwYTVuTjkh9pzydMhL,,,,,"from TR-Triangles #44, 45",,
#N/A,,_L9QcYjQMOLyoE527e6clf,,,,,,Link to 44. TR-Triangles - Area given SSA,
#N/A,,_tScFTTnajXJfjbEmGvZC3,,,,,,Link to 45. TR-Triangles - Area given SSA,
#N/A,,_8ydPoOwRscxjcnhn9GPhc,,,,HWM 7.3 Solving Non-Linear Systems,,,
#N/A,,_weNDFX31vuw6JhcYIOUMk,,,,,"from TR-Conics #34, 35, 36",,
#N/A,,_fKDPJOwhbwep8mvVJLqkb,,,,,,Link to Problem 34: TR-Conics - Find intersection of a parabola with a line,
#N/A,,_A1IT8bCNbWbtzXptyWUGc,,,,,,Link to Problem 35: TR-Conics - find the intersections of a circle with a line,
#N/A,,_S0UBQGUtH6J3eJ9qDv14j,,,,,,Link to Problem 36: TR-Conics - circle parabola intersection,
#N/A,,_Fev293R3Dt5RBwBYglfb8,,,,HWM 8.4 - Geometric Series,,,
#N/A,,_3Qjo9fZgqKyf1z1ZRl0Wm,,,,,"from TR-Series #15a, 15b, 15c, 18",,
#N/A,,_TD1DokXzKeCMm6emXTFKH,,,,,,Link to 15a. TR-Series,
#N/A,,_98KUq2w3vUZ7BepdFe3CM,,,,,,Link to 15b. TR-Series,
#N/A,,_okeYG3t5wDHjmGCZvWYUu,,,,,,Link to 15c. TR-Series,
#N/A,,_bpcYToHGGRD8q5NwXFcjx,,,,,,Link to Problem 18: TR-Series - sum of a geometric series with sigma notation,
#N/A,,_SScBzSHaO9vWkBVt6T87o,,,,HWM 8.5 - Binomial Theorem,,,
#N/A,,_pCgjfnFkrCCRoDl29P9Sx,,,,,from TR-Series #20-23,,
#N/A,,_sFZckahUhSSGBmJvT6HQA,,,,,,Link to Problem 20: TR-Series - expand binomial to third degree,
#N/A,,_XdO3e2mtOj9y3zJYH20eX,,,,,,Link to Problem 21: TR-Series - expand binomial to fourth degree,
#N/A,,_tSOr3JsD7evsmKh1TyfMg,,,,,,Link to Problem 22: TR-Series - binomial expansion to fifth degree,
#N/A,,_yiS9Wi2m1flWQW1BIpEau,,,,,,Link to Problem 23: TR-Series - binomial expansion sixth degree,
#N/A,,_fA27LhZZt5gPfPPVVyQMN,,,HWV - Advanced,,,,
#N/A,,_TLgfAQZBqAskSmReeUegw,,,,HWV - 6.4 Equation of Hyperbolas,,,
#N/A,,_6H6NmRX072ckXWJNQ4rda,,,,,"from TR-Conics #19, 20",,
#N/A,,_QVlDfTBATYt1Dnfwu4Uob,,,,,,Link to Problem 19: TR-Conics - hyperbola given graph determine equation parameters,
#N/A,,_ts8VRtCY3zzmLqhR1IFU5,,,,,,Link to Problem 20: TR-Conics - hyperbola given graph determine equation parameters,
#N/A,,_zLQOZdJrKWrzO24Hv4ZAk,,,,HWV - 6.6 Parametric Equations,,,
#N/A,,_h1rtRvKe48G1Ym5ysgREP,,,,,"from TR-Conics #31, 32",,
#N/A,,_eN6966zmrDnQwCbwL3n5U,,,,,,Link to Problem 31: TR-Conics - parametric equation of a line segment,
#N/A,,_XKTXHV9pYXltX7OUEg45c,,,,,,Link to Problem 32: TR-Conics - parametric equation of an ellipse,
#N/A,,_RHxmVPU2JtwCA1ndtbKcz,,,,HWV - X.1 Linear Speed and Angular Speed,,,
#N/A,,_B2lbpOJG9wXRKHe63r3ze,,,,,from TR-Basics #113-116,,
#N/A,,_7PX9XttTe9FKvSASEiTt3,,,,,,Link to 113. TR-Basics - angular speed to linear speed of a tractor,
#N/A,,_Iy6lOquEIoMvfEEQFL1Rc,,,,,,Link to 114. TR-Basics - angular speed to linear speed of a bicycle,
#N/A,,_fj1AOoehwjII0yEgbez2c,,,,,,Link to 115. TR-Basics - linear speed to angular speed of a car,
