Webwork Section,Webwork key,DoenetId,parentDoenetId,Level 1,Level 2,Level 3,Level 4,Level 5,
#N/A,,_N6jojIHLsdTcnt3eLnNtu,_jtYuE4ugcqk3Qc5myiSZt,,1a. TR-Series,,,,
#N/A,,_CncMeNXf3kMt3xykAOGVi,_jtYuE4ugcqk3Qc5myiSZt,,1b. TR-Series,,,,
#N/A,,_E2usZUi98JfIkVMpp4Wt1,_jtYuE4ugcqk3Qc5myiSZt,,2a. TR-Series,,,,
#N/A,,_FDWtWGGyKB3rg7D68z3qw,_jtYuE4ugcqk3Qc5myiSZt,,2b. TR-Series,,,,
Notation,18a,_ef7In1fwO1rUxP3zO1NMH,_jtYuE4ugcqk3Qc5myiSZt,,2. TR-Series: arithmetic - given recursive formula find a_n,,,,
Notation,18a,_n9p14k3Fqd9pMMCGUHJT9,_jtYuE4ugcqk3Qc5myiSZt,,3: TR-Series - given recursive formula find fourth term multiple choice,,,,
Notation,18a,_ASVIbKz6r3ByMT2yQhVrY,_jtYuE4ugcqk3Qc5myiSZt,,4: TR-Series - given recursive formula compute fourth term,,,,
Summation formulas,18d,_SYzAcEeij07vS8N5UwCcJ,_jtYuE4ugcqk3Qc5myiSZt,,5: TR-Series - Given sigma notation for an arithmetic series compute the sum,,,,
Summation formulas,18d,_YR8TGkMtff9HgJ9LV7hLh,_jtYuE4ugcqk3Qc5myiSZt,,6: TR-Series - given sigma notation find initial and final terms,,,,
Arithmetic,18b,_y93xIjlmLfeui53QWvuDy,_jtYuE4ugcqk3Qc5myiSZt,,7. TR-Series: given two terms in arithmetic sequence compute a_n,,,,
#N/A,,_52ayYJvbHUXFHjoYiIwZg,_jtYuE4ugcqk3Qc5myiSZt,,Problem 8: TR-Series,not used,,,
Arithmetic,18b,_VnlQYX1KksLCveiJRLpu3,_jtYuE4ugcqk3Qc5myiSZt,,9. TR-Series: given two terms in arithmetic sequence find explicit formula,,,,
Summation formulas,18d,_QbWnlqzLEn9GdgV1Gf40V,_jtYuE4ugcqk3Qc5myiSZt,,10: TR-Series - given several terms of an arithmetic series compute the sum,,,,
Summation formulas,18d,_dhswsl36TrAcrEUq1HG9O,_jtYuE4ugcqk3Qc5myiSZt,,11: TR-Series - find sum of an arithmetic sequence given sigma notation,,,,
#N/A,,_tcMDGEw0VOlwBRCPi9INV,_jtYuE4ugcqk3Qc5myiSZt,,Problem 12: TR-Series,,,,
#N/A,,_hcBNRt6zfKfJnlnLR5cuS,_jtYuE4ugcqk3Qc5myiSZt,,Problem 13: TR-Series,,,,
#N/A,,_YRqfQFCwLQ5OwITugDuGE,_jtYuE4ugcqk3Qc5myiSZt,,Problem 14: TR-Series,,,,
Geometric,"18e, 18d",_1zYHARQU9ehNRgRkXPZGG,_jtYuE4ugcqk3Qc5myiSZt,,Problem 15: TR-Series - sum of a geometric series,,,,
#N/A,,_undLAwRSfwjoaSVwrgDc4,_jtYuE4ugcqk3Qc5myiSZt,,15a. TR-Series,,,,
#N/A,,_pcDq5yH7DxQoZ1fBRfIcS,_jtYuE4ugcqk3Qc5myiSZt,,15b. TR-Series,,,,
#N/A,,_ocBXuowcCfRRFer3Ctca4,_jtYuE4ugcqk3Qc5myiSZt,,15c. TR-Series,,,,
#N/A,,_81oZOs7Q8ZUt6cTAl6i2q,_jtYuE4ugcqk3Qc5myiSZt,,Problem 16: TR-Series,,,,
#N/A,,_YZ2CuQB94lb73ZV9OI9BW,_jtYuE4ugcqk3Qc5myiSZt,,Problem 17: TR-Series,,,,
Geometric,"18e, 18d",_mNIhysTGVqNIo7n114LBM,_jtYuE4ugcqk3Qc5myiSZt,,Problem 18: TR-Series - sum of a geometric series with sigma notation,,,,
#N/A,,_lqP7JCbgrM9KN9waT6LYu,_jtYuE4ugcqk3Qc5myiSZt,,Problem 19: TR-Series,,,,
Binomial theorem,18c,_Kv0ni8AHD1unrs2BthYVl,_jtYuE4ugcqk3Qc5myiSZt,,Problem 20: TR-Series - expand binomial to third degree,,,,
Binomial theorem,18c,_pJjcH1ajB9TZwSvYl8kJA,_jtYuE4ugcqk3Qc5myiSZt,,Problem 21: TR-Series - expand binomial to fourth degree,,,,
Binomial theorem,18c,_vlCUZjjbyaeLExWduNCJp,_jtYuE4ugcqk3Qc5myiSZt,,Problem 22: TR-Series - binomial expansion to fifth degree,,,,
Binomial theorem,18c,_cuA1djbfHrMq6lvc2FuAM,_jtYuE4ugcqk3Qc5myiSZt,,Problem 23: TR-Series - binomial expansion sixth degree,,,,
#N/A,,_t6IPXAe5YgM3kRrCkoJqX,_jtYuE4ugcqk3Qc5myiSZt,,Problem 24: TR-Series,,,,
#N/A,,_lZZaWG0dZkmGftwmHhBZa,_jtYuE4ugcqk3Qc5myiSZt,,Problem 25: TR-Series,,,,
#N/A,,_khYFOsyu08DFDRdsvlsnA,_jtYuE4ugcqk3Qc5myiSZt,,Problem 26: TR-Series,,,,
#N/A,,_vd1an7lps9ZBDN8Cylwbj,_jtYuE4ugcqk3Qc5myiSZt,,Problem 27: TR-Series,,,,
#N/A,,_soyaMs2D2DLRBFq3dprlP,_jtYuE4ugcqk3Qc5myiSZt,,Problem 28: TR-Series,,,,
Geometric,18e,_iX5EmYmXq5BfhD9ioAXD2,_jtYuE4ugcqk3Qc5myiSZt,,"29. TR-Series: given two terms in a geometric sequence, find the common ratio",,,,
Geometric,18e,_Lua0QLJQLWgxiMCC10aVJ,_jtYuE4ugcqk3Qc5myiSZt,,"30. TR-Series: Given two terms in a geometric sequence, find the nth term",,,,
Binomial theorem,18c,_SINN3FrzwNW5qbVGhKWt0,_jtYuE4ugcqk3Qc5myiSZt,,31: TR-Series - binomial series expansion - parameters of a given term,,,,
#N/A,,_2nqf6G4WNsGEajecpcfR5,,TR-Basics,,,,,
#N/A,,_ffh16BdZBOWgZhAxbNLqZ,,,1: TR-Basics - counting integers in sequence,,,,
#N/A,,_nXBccGjrakbRYvmyyySr5,,,2: TR-Basics - convert angle in degrees to radians,,,,
#N/A,,_fodvHfRtiJfKJ4l3dDOHe,,,3: TR-Basics - convert angle in radians to degrees,,,,
#N/A,,_Kf5lEVGdz3g7i0uI1duJs,,,4. TR-Basics,,,,
#N/A,,_Q5RBzGWEvniIOyQA4sLvR,,,5. TR-Basics,,,,
#N/A,,_FDU9FKfYzXmhR4UlICW0c,,,6. TR-Basics,,,,
#N/A,,_4oCFdEdvG6P56VZN8Cpha,,,7. TR-Basics,,,,
#N/A,,_TWHXNQLMw9ZbJSepK5cht,,,8. TR-Basics,,,,
#N/A,,_62gGTMSqHRKdihXh6rX9A,,,9. TR-Basics,,,,
#N/A,,_YWzz34cxn22L9zZHk3Nr3,,,10. TR-Basics,,,,
#N/A,,_OZGsaEEOmDbsFwbxfPCwM,,,11. TR-Basics,,,,
#N/A,,_S2KODBtbZRcViUY6tvnyd,,,12. TR-Basics - cos of Q1 angle degrees,,,,
#N/A,,_mYmLBGciNt7V7Ga2SIjbY,,,13. TR-Basics - cos of Q2 angle degrees,,,,
#N/A,,_qHdnTnFT4WpGgDUrQNyUs,,,14. TR-Basics - cos of Q3 angle degrees positive,,,,
#N/A,,_0c0PW0PDkGVmOLO5XtB9s,,,15. TR-Basics - cos of Q3 angle degrees negative,,,,
#N/A,,_pV2fk3QKvesIFqPsMvnM7,,,16. TR-Basics - cos of Q4 angle degrees positive,,,,
#N/A,,_a17oCiuAcgIRmxuJWfYCn,,,17. TR-Basics - cos of Q4 angle degrees negative,,,,
#N/A,,_esq7E4OI1ZGiYXVyGrww8,,,18. TR-Basics - sin of Q1 angle degrees,,,,
#N/A,,_Sqnemm1QpC1FOX3tJbMe4,,,19. TR-Basic - sin of Q2 angle degrees,,,,
#N/A,,_LoZnC55Dn2SGx7PArXlrc,,,20. TR-Basics - sin of Q3 angle degrees positive,,,,
#N/A,,_eYr0fB01a6XML79o3Kz9t,,,21. TR-Basics - sin of Q3 angle degrees negative,,,,
#N/A,,_z3InWvACFtXQWSkRYD3Ly,,,22. TR-Basics - sin of Q4 angle degrees positive,,,,
#N/A,,_PPwVBf7aR7TucuuO0UnBc,,,23. TR-Basics - sin of Q4 angle degrees negative,,,,
#N/A,,_RR3Fq8cGYKsVE7bBDD0ib,,,24. TR-Basics - cos of Q1 angle radians,,,,
#N/A,,_wkDGV9HT89INaIA54ig6r,,,25. TR-Basics - cos of Q2 angle radians,,,,
#N/A,,_m237rrA9uGaMWe6fSPUzx,,,26. TR-Basics - cos of Q3 angle radians positive,,,,
#N/A,,_Yw2OtgYLp87bN0f1YpCD5,,,27. TR-Basics - cos of Q3 angle radians negative,,,,
#N/A,,_Jl8LOcsvLpfSdkHNxLiQc,,,28. TR-Basics - cos of Q4 angle radians positive,,,,
#N/A,,_t88QU9E9IMMOx5rknJxjW,,,29. TR-Basics - cos of Q4 angle radians negative,,,,
#N/A,,_17EcTtaipr4n15iXbTYDg,,,30. TR-Basics - sin of Q1 angle radians,,,,
#N/A,,_XVcAkKDDgUsHI9kh8fRuH,,,31. TR-Basics - sin of Q2 angle radians,,,,
#N/A,,_VToXLhz5mWbYEosoTjO4x,,,32. TR-Basics - sin of Q3 angle radians positive,,,,
#N/A,,_Or7ahrEMtRJAppTszr3xf,,,33. TR-Basics - sin of Q3 angle radians negative,,,,
#N/A,,_uV9UKCfsessfAQvIXInjG,,,34. TR-Basics - sin of Q4 angle radians positive,,,,
#N/A,,_yG5x0kOqkKdQwO05AZm84,,,35. TR-Basics - sin of Q4 angle radians negative,,,,
#N/A,,_P1QZBqAr788CIcIIydlXI,,,36. TR-Basics - sin of a large or neg angle in radians,,,,
#N/A,,_4iAKeuO1vPp6OLZgQl9cE,,,37. TR-Basics - sin of a large or neg angle in radians,,,,
#N/A,,_83LzUHLLh9ZFKZfC0TOr8,,,38. TR-Basics - sin of a large or neg angle in radians,,,,
#N/A,,_Pgw7INi9ULublaZgew2Ui,,,39. TR-Basics - sin of a large or neg angle in radians,,,,
#N/A,,_WSgWEqkdOlxAtT1732Trv,,,40. TR-Basics - sin of a large or neg angle in radians,,,,
#N/A,,_f3L2LdBfMIERMZgP9fxRw,,,41. TR-Basics - cos of a large or neg angle in radians,,,,
#N/A,,_y5hP8SEkeGL1rPi1fOku3,,,42. TR-Basics - cos of a large or neg angle in radians,,,,
#N/A,,_0lfTc0v2nxFH55ZIuMika,,,43. TR-Basics - cos of a large or neg angle in radians,,,,
#N/A,,_9jAEcvqaNr0OHxIv6FH9J,,,44. TR-Basics - cos of a large or neg angle in radians,,,,
#N/A,,_wLSMkWAcNRXCJv3mNqomq,,,45. TR-Basics - cos of a large or neg angle in radians,,,,
#N/A,,_wJqEVuM0MMvEVKI4NewTf,,,46. TR-Basics - sin of a large or neg angle in degrees,,,,
#N/A,,_jiBZJykA9Gli83ss2O3IK,,,47. TR-Basics - sin of a large or neg angle in degrees,,,,
#N/A,,_Y7whT4I7Cs2Y13LdgvmwA,,,48. TR-Basics - cos of a large or neg angle in degrees,,,,
#N/A,,_F4Q2K3ybU6bd5yVmKDSsL,,,49. TR-Basics - cos of a large or neg angle in degrees,,,,
#N/A,,_5DoYhMACsgx621IMItzVa,,,50. TR-Basics,,,,
#N/A,,_Cs41oTKWjAI0gMdMe9nUm,,,51. TR-Basics,,,,
#N/A,,_FWPyjxbR8sJYBwPhZshpG,,,52. TR-Basics,,,,
#N/A,,_bSGEqQ9TpEEfYHex4jQzx,,,53. TR-Basics,,,,
#N/A,,_t8TJdR6wAJkt2vL2clJt2,,,"54. TR-Basics - given sin of angle in quad I, find cos",,,,
#N/A,,_vRW6xHp39kUYO52DFl986,,,"55. TR-Basics - given sin of angle in quad II, find cos",,,,
#N/A,,_mBQ9RFhrynvNSjLX3NJCR,,,"56. TR-Basics - given sin of angle in quad III, find cos",,,,
#N/A,,_9rVZhw3hHPbWWmfR9zB25,,,"57. TR-Basics - given sin of angle in quad IV, find cos",,,,
#N/A,,_mzpvb6Bs3IjYLJjwOa1Mm,,,"58. TR-Basics - given cos of angle in quad I, find sin",,,,
#N/A,,_AeaThatCvkqmwOMqoZzip,,,"59. TR-Basics - given cos of angle in quad II, find sin",,,,
#N/A,,_zwHLKF072897xzbTeMJL2,,,"60. TR-Basics - given cos of angle in quad III, find sin",,,,
#N/A,,_jLRclY7E6MJDqXRKoHTKS,,,"61. TR-Basics - given cos of angle in quad IV, find sin",,,,
#N/A,,_Ihj9XYHtXuTnYiPywVI2Q,,,62. TR-Basics,,,,
#N/A,,_Z1VlLygUM9A0MlAUVXMYM,,,"63. TR-Basics - given cos theta and range of theta Q4, find sin",,,,
#N/A,,_bODGnCjmP8dVZsuIlmgq1,,,"64. TR-Basics - given cos theta and range of theta Q3, find sin",,,,
#N/A,,_r11HPozDAgFAtukEsBGvj,,,"65. TR-Basics - given cos theta and range of theta Q2, find sin",,,,
#N/A,,_uVb6rjkj3S6B1aBBYhUkA,,,"66. TR-Basics - given cos theta and range of theta Q1, find sin",,,,
#N/A,,_GDjKoEWNT8Yk0YmsglheL,,,"67. TR-Basics - given sin theta and range of theta Q4, find cos",,,,
#N/A,,_8evwZDnyUEV7aHNa4eOzb,,,"68. TR-Basics - given sin theta and range of theta Q3, find cos",,,,
#N/A,,_mMDB4q70OhuTZ2OjZGULH,,,"69. TR-Basics - given sin theta and range of theta Q2, find cos",,,,
#N/A,,_Mn1jawNqrw9tlE0Ebplvz,,,"70. TR-Basics - given sin theta and range of theta Q1, find cos",,,,
#N/A,,_lVuwYocIqbuAIipCP01Yf,,,"71. TR-Basics - given tan theta and Quad I, find sin and cos",,,,
#N/A,,_YUXsxIzkvq21qWXIXwp4D,,,"72. TR-Basics - given tan theta and Quad II, find sin and cos",,,,
#N/A,,_5g6m7Yr3avt88XENKG5em,,,"73. TR-Basics - given tan theta and Quad III, find sin and cos",,,,
#N/A,,_S1sit7L9AsDIwAv9riCEE,,,74. TR-Basics - given tan theta and Quad IV find sin and cos,,,,
#N/A,,_xe4EazvDwI1fecs5p7Rv0,,,75. TR-Basics,,,,
#N/A,,_Oca442sz0tjl1YXXoIIXf,,,"76. TR-Basics - given cot and Quad I, find other ratios",,,,
#N/A,,_yCPORPRhJphybNGqNYxhZ,,,"77. TR-Basics - given sec and quad I, find other ratios",,,,
#N/A,,_VxPDQrTiX3I2g7s6aTCCG,,,"78. TR-Basics - given csc and quad I, find other ratios",,,,
#N/A,,_USl7Xq52jscEHoXvM77UD,,,"79. TR-Basics - given cos theta and range Q4, find all other ratios",,,,
#N/A,,_qCcdnxtFvyuUJp9rRk5ln,,,"80. TR-Basics - given cos theta and range Q2, find other ratios",,,,
#N/A,,_cUj9xXZYDwvvpiNTxV4D3,,,"81. TR-Basics - given cos theta and range Q3, find other ratios",,,,
#N/A,,_FNrcLdsRV6rPIqX8gfkvS,,,"82. TR-Basics - given cos theta and range Q1, find other ratios",,,,
#N/A,,_IQhiEouKZMItflxqNzGDD,,,"83. TR-Basics - given sin theta and range Q1, find other ratios",,,,
#N/A,,_YhHgOjNymA0cMhD7ddjag,,,"84. TR-Basics - given sin theta and range Q2, find other ratios",,,,
#N/A,,_fO4KRU2ZMGO5FJlma2OhD,,,"85. TR-Basics - given sin theta and range Q3, find other ratios",,,,
#N/A,,_ZfJaYO5kOZ5bgUVDgBQn5,,,"86. TR-Basics - given sin theta and range Q4, find other ratios",,,,
#N/A,,_qhJMOixtxTya4rkTucQcE,,,87,,,,
#N/A,,_Sf7Hf5VB5AgCc3lRF3mBE,,,88,,,,
#N/A,,_F9UrW7wQfRFNpB0hne19a,,,89,,,,
#N/A,,_wF5flLZZ2tCp09lNfcuxt,,,90. TR-Basics - tan of neg Q4 angle in degrees,,,,
#N/A,,_hs5bPL1bdr8mUYBPga5ff,,,91. TR-Basics - tan of Q1 angle in deg,,,,
#N/A,,_YkiEc9bKLidzw1NYwrnRw,,,92. TR-Basics - tan of Q2 angle in deg,,,,
#N/A,,_Ys17AHh1GibAv1b5ppJpu,,,93. TR-Basics - tan of pos Q3 angle in deg,,,,
#N/A,,_O3288t5EgEaxWNIe5Jreu,,,94. TR-Basics - tan of pos Q4 angle in deg,,,,
#N/A,,_5zY18PeOcCXtaS1fi4qzw,,,95. TR-Basics - tan of neg Q4 angle in radians,,,,
#N/A,,_fFA17iiJ8YboYwfu3npsj,,,96. TR-Basics - tan of Q1 angle in radians,,,,
#N/A,,_G67rrpK8bMhmcANGfeKhY,,,97. TR-Basics - tan of Q2 angle in radians,,,,
#N/A,,_RYKj7khTaf8P51QqpCUgu,,,98. TR-Basics - tan of pos Q3 angle in radians,,,,
#N/A,,_mJMRMMgzT3vnep976hw2T,,,99. TR-Basics - tan of pos Q4 angle in radians,,,,
#N/A,,_IOHkOyxWW5BFJd7KWQ0Fa,,,100. TR-Basics - fill-in tan any angle degrees,,,,
#N/A,,_UzUxLzyAE15wTfhTBMuJS,,,101. TR-Basics - fill-in tan any angle radians,,,,
#N/A,,_F3wmzYeHTzLP57aEcVXXW,,,102. TR-Basics - domain of sin function,,,,
#N/A,,_rEyaAB3KN2xRYLh0rzE6B,,,103. TR-Basics - domain of cos,,,,
#N/A,,_RHPjWPhebCJy80VombXzK,,,104. TR-Basics - domain of arcsin,,,,
#N/A,,_vyz186gTgQYwpNEZBn4sU,,,105. TR-Basics - domain of arccos,,,,
#N/A,,_4sPtae7seWAHupnj35fXc,,,106. TR-Basics - domain of arctan,,,,
#N/A,,_QuObJeNm5IUUlXqXWBzku,,,107. TR-Basics - range of sin,,,,
#N/A,,_hz27Rwkih8WqzkWChuYMf,,,108. TR-Basics - range of cos,,,,
#N/A,,_hlYuvouEey4kAgM42XKH4,,,109. TR-Basics - range of tan,,,,
#N/A,,_hzf9Ix7semHXHK8VhTYJf,,,110. TR-Basics - range of arcsin,,,,
#N/A,,_RT462ltZrHTmC5S9vYreI,,,111. TR-Basics - range of arccos,,,,
#N/A,,_Mjp96gmcADRt4b8E1RSHa,,,112. TR-Basics,,,,
#N/A,,_c1DF9QbzuA74soSSsoJUO,,,113. TR-Basics - angular speed to linear speed of a tractor,,,,
#N/A,,_I7mVOfDqu7FPa7cWRG6aB,,,114. TR-Basics - angular speed to linear speed of a bicycle,,,,
#N/A,,_35a9rrbDHrXUo3TTdgTn7,,,115. TR-Basics - linear speed to angular speed of a car,,,,
#N/A,,_yDZUrPZ5dKrucMBlrKOM8,,,116. TR-Basics - linear speed to angular speed of a wheelbarrow,,,,
#N/A,,_jmVzLBwcP9723iSDmgWuf,,PR-Counting,,,,,
#N/A,,_rfydxuut6tXXJ6X4H0X7z,,,Problem 1: PR-Counting,,,,
#N/A,,_P1cnxE8L5JtCUtOMDVKqp,,,2: PR-Counting - How many sequences of n heads in x coin flips,,,,
#N/A,,_idSfakMFVbgeXWqIQfKpJ,,,"3: PR-Counting - ways to arrange objects in a set, ordered",,,,
#N/A,,_n79AfB0PwIW7s6VEyKm51,,,"4: PR-Counting - ways to arrange n objects, unordered",,,,
#N/A,,_6tKdNH82ckDs9jrUr5tZU,,,Problem 5: PR-Counting,,,,
#N/A,,_i4z1aDwWscWDzKyuCl3rP,,,Problem 6: PR-Counting,,,,
#N/A,,_xwOVMnOytJ4jKDdzniL13,,,Problem 7: PR-Counting,,,,
#N/A,,_6jEU9ZjZf4MD6Y93KJPSv,,,8: PR-Counting - how many ways to seat people in a row,,,,
#N/A,,_MHz8k88LaXhj4xbNnuHbb,,,9: PR-Counting - essay test,,,,
#N/A,,_gjci5NZIzSEGJYgPX39fW,,,Problem 10: PR-Counting,,,,
#N/A,,_TXOqWkLd6OChhfEQmmv2j,,,Problem 11: PR-Counting,,,,
#N/A,,_cQUaBzkidVqQxUEpjHZlY,,,Problem 12: PR-Counting,,,,
#N/A,,_G4vHuIFTh6j2EepzM05RL,,,Problem 13: PR-Counting,,,,
#N/A,,_qmxJwdeRyhmyHKzoietge,,,Problem 14: PR-Counting,,,,
#N/A,,_zWgPmH7aDVkYXDQxKqCQU,,,Problem 15: PR-Counting,,,,
#N/A,,_8VJ0HpVRhlLyrggTkiOf3,,PR-Basics,,,,,
#N/A,,_wOjcnnscZfWEMCnxo9QTS,,,Problem 1: PR-Basics,,,,
#N/A,,_20gKFnUOuoBdApuejDntv,,,Problem 2: PR-Basics,,,,
#N/A,,_QAJuIhVY2veALHY46Pl8I,,,Problem 3: PR-Basics,,,,
#N/A,,_QfN2atu8FiKWv2oYUUbXz,,,Problem 4: PR-Basics,,,,
#N/A,,_nJLAaQ2FYC06V93D3PKIo,,,Problem 5: PR-Basics,,,,
#N/A,,_F8N6qFVAdAtDAcbwDyrLQ,,,Problem 6: PR-Basics,,,,
#N/A,,_ZKZObWxb64N0v6QUnYoNb,,,7. PR-Basics - roll 2 dice probability of given sum,,,,
#N/A,,_WpoDwY4Y7XhKUAlFlpLhb,,,Problem 8: PR-Basics,,,,
#N/A,,_PK3KHSPaKhgfXrN6yDZYP,,,9. PR-Basics - probability of k heads in n coin flips,,,,
#N/A,,_Lq5qOZcjzpKfrt6x9QXho,,,10. PR-Basics - probability of k head in n coin flips decimal response,,,,
#N/A,,_pzLNpqByn4Xua9OVwz9Rp,,,Problem 11: PR-Basics,,,,
#N/A,,_825mBuGCdDYdFoBpV7Y9V,,,12: PR-Basics - probability of having Dragon px,,,,
#N/A,,_Knqqqwct9bajmkwc6htsA,,,13. PR-Basics - T or F test probability of k correct,,,,
#N/A,,_gn7S0omwYq1X8Uuw8il68,,,14. PR-Basics - expected winnings from raffle,,,,
#N/A,,_yQb5TGIDXpRzqfbSGQ0Yy,,,Problem 15: PR-Basics,,,,
#N/A,,_OsdRyI8I9cvLhc0P3Lkql,,PR-Stat,,,,,
#N/A,,_eYh4WCpAz8ZOMEcIfuiSK,,,Problem 1: PR-Stat,,,,
#N/A,,_LmFDecCWNZz4eo4CfjK31,,,2: PR-Stat - find upper and lower limits of a confidence interval,,,,
#N/A,,_PvDefJf6Moe1Nb2rLEPSB,,TR-Triangles,,,,,
#N/A,,_B4UBcNaLbArdsM9MaZEpI,,,"1. TR-Triangles: right triangle - find A, B, b",,,,
#N/A,,_SLtIf0nv1n9My40RxaMW6,,,"2. TR-Triangles: right triangle - find A,B,c",,,,
#N/A,,_dhXdRIVtUv4zzyEzXL7lo,,,"3. TR-Triangles: right triangle - find A,B,a",,,,
#N/A,,_4fwrUI5EXRLn75oDALK5G,,,"4. TR-Triangles: right triangle - find a,b,B",,,,
#N/A,,_aNv2f9JVJZ64p5jamtA17,,,"5. TR-Triangles: right triangle - find a,c,B",,,,
#N/A,,_7lTrBjoZngbbu8cDJY59b,,,"6. TR-Triangles: right triangle - find b,c,B",,,,
#N/A,,_beVhz0IezGmRqq2FHEYXg,,,"7. TR-Triangles: right triangle - find b,c,A",,,,
#N/A,,_z7Prz9Tb0Pdcjkx9AdG8F,,,"8. TR-Triangles: right triangle - find a,c,A",,,,
#N/A,,_nlOWkfsF1VPgmVRFmek8c,,,"9. TR-Triangles: right triangle - find a,b,A",,,,
#N/A,,_vJ84IhA3dEmWU27TXgsRx,,,Problem 10: TR-Triangles,,,,
#N/A,,_SKqyPAVExQyCYW6y023Jt,,,Problem 11: TR-Triangles,,,,
#N/A,,_D5kWooADopHra1bg34WGU,,,Problem 12: TR-Triangles,,,,
#N/A,,_FySxB3BfHGUQSwonmIxDh,,,Problem 13: TR-Triangles,,,,
#N/A,,_ZTHZnSKUxGu7IQDBnlCKP,,,14. TR-Triangles: use law of sines given 2 angles and 1 side,,,,
#N/A,,_eCHs7CAR4tpgvLqWACdrf,,,"15: TR-Triangles - AAS given A,B,a",,,,
#N/A,,_46zn7ozYrjHLAq8ZRQehM,,,"16: TR-Triangles - law of sines given B,C,a",,,,
#N/A,,_XqRZFplqF5O3dNQCCVPow,,,"17: TR-Triangles - law of sines given A,C,b",,,,
#N/A,,_Bu7Mifonb9LXUpTn8ZjiN,,,"18: TR-Triangles - law of sines given A,B,b",,,,
#N/A,,_PBQmEZcLiX8oiLiiKh1Ao,,,"19: TR-Triangles - law of sines given B,C,b",,,,
#N/A,,_GoZ4oTF7nCljDZ8DW4BuH,,,"20: TR-Triangles - law of sines given A,C,c",,,,
#N/A,,_KrU5N7SCsyLrSw0mbcr8y,,,"21: TR-Triangles - law of sines given A,B,c",,,,
#N/A,,_69jeYIrFJE4Hi0yXXeoAT,,,"22: TR-Triangles - law of sines given B,C,c",,,,
#N/A,,_jeny0AQf2qZlcMAl5JYej,,,Problem 23: TR-Triangles,,,,
#N/A,,_RbhwoL708o1mJ981L08BV,,,Problem 24: TR-Triangles,,,,
#N/A,,_ou6O0s0SGqdlPY9IcNIqv,,,"25: TR-Triangles - law of cosines given A, b, c",,,,
#N/A,,_kOM92VFVtAaLLLV8lfQLt,,,"26: TR-Triangles - law of cosines given B,a,c",,,,
#N/A,,_BikMPuK89hIA4WIX3m68U,,,"27: TR-Triangles - law of cosines given A,B,c",,,,
#N/A,,_Q22mgaN7NitxnftFEz2ry,,,Problem 28N: TR-Triangles,,,,
#N/A,,_OYzWWXjueTQMcT3EkOlUU,,,28: TR-Triangles - law of cosines given 3 sides,,,,
#N/A,,_f3hXVa3rMmg6hqw3bCXAf,,,28b. TR-Triangles - #28 variant b,,,,
#N/A,,_MjPfSP5HGWRhwWPnX5PqY,,,29. TR-Triangles,,,,
#N/A,,_nzRhyMajF0qlWSCQCA2Kd,,,30.TR-Triangles,,,,
#N/A,,_Xdft3cP1Kwl8y3XuFH2wU,,,31.TR-Triangles - given SSA case determine number of solutions,,,,
#N/A,,_hDm0w7Zb9hTO9Vwp923ac,,,31a. TR-Triangles version A,,,,
#N/A,,_QeXuC2o6FgmWLl58r6QyW,,,31b. TR-Triangles version B,,,,
#N/A,,_iAifjuxwVjI7A7EIfDGsK,,,31c. TR-Triangles version C,,,,
#N/A,,_yJTSZGavA5P8LHUQ9a8qv,,,31d. TR-Triangles version D,,,,
#N/A,,_huO8r0w5uYodBJ7036JkO,,,31e. TR-Triangles version E,,,,
#N/A,,_qAjVZBfbxwv3n5DPuCBmq,,,32.TR-Triangles,,,,
#N/A,,_QNJTzaFufmETx2ybrKPHI,,,33.TR-Triangles,,,,
#N/A,,_anvuifOB5utcMG7K7YhA1,,,34.TR-Triangles,,,,
#N/A,,_T7qYpGsIYyIpcoGKqPMHw,,,35.TR-Triangles - SSA,,,,
#N/A,,_xibVTqkHZ39WApG8ioBpa,,,36.TR-Triangles - SSA,,,,
#N/A,,_K2qvh6aALdoQDzaQAw8o3,,,37.TR-Triangles - SSA,,,,
#N/A,,_fK9YgLji4nUtqJ08ICeeF,,,37a. TR-Triangles - SSA variant A,,,,
#N/A,,_fX4CHEoVKUnjUHzRMcOb5,,,37b. TR-Triangles - SSA variant B,,,,
#N/A,,_GIFHaDxdS4MAnFDrLqiKo,,,38.TR-Triangles,,,,
#N/A,,_v6k5rlU3WFGmMWlzExfEi,,,39.TR-Triangles,,,,
#N/A,,_fIC8EyxRdV7UHnwCDHkRc,,,40.TR-Triangles,,,,
#N/A,,_fp67sf3AczBuQYxTS5gmh,,,41.TR-Triangles - Area given SAS,,,,
#N/A,,_WUUPNc1UC1Tko6OMUI6yR,,,42.TR-Triangles - Area given AAS,,,,
#N/A,,_JknvY2YHRDKvXIxG6hh5L,,,43. TR-Triangles - Area given SSS,,,,
#N/A,,_9sLbHKd2XOlTnos6gWpno,,,31. TR-Triangles - original restricted angle A,,,,
#N/A,,_bh8yHiJpv3UhDHO2WyMju,,,44. TR-Triangles - Area given SSA,,,,
#N/A,,_fTDYPclnJXNERDkRcwHTy,,,45. TR-Triangles - Area given SSA,,,,
#N/A,,_Rdihm6OMxceoFduvKvMw4,,Calculus Readiness Practice,,,,,
#N/A,,_BNaVraN1C98YQfMiEsfkU,,,Self-Practice,,,,
